Brand,Model_Type,Model_Name,Number_Of_Seats,Trunk_Volume,Wheel_Base,Empty_Weight,Tank,Urban_Consumption,Mixed_Consumption,Extra_Urban_Consumption,CO2,Number_Cylinders,Valves_Per_Cylinder,Displacement,Din_Power,Engine_Torque,Fiscal_Power,Engine_Position,Power_Supply,Max_Speed,Supercharging_Type,Acceleration,Transmission,Box,Number_Speeds,Distribution,Bodywork,Front_Tire_Width,Rear_Tire_Width,Front_Tire_HL_Ratio,Rear_Tire_HL_Ratio,Front_Suspension,Rear_Suspension,Front_Rims_Diameter,Rear_Rims_Diameter,Maintenance_Interval,Month_Guarantee,Manufacturer_Country,Start_Marketing,End_Marketing,Vehicle_Image,Length,Width,Height,Website_URL,Year
PEUGEOT,1007,1.6 SPORTY PACK 2-TRONIC,4,178 l (Max 977 L volume),2.32 m,1216 kg,40 l,8.6 l / 100 km ,6.6 l / 100 km ,5.4 l / 100 km ,156 g / km ,4 ,4,1587 cc,109 hp with a diet of 5750 rpm,147 nm with a regime of 4000 rpm,6 cv ,before ,no data,190 km/h ,no data,11.8 sec ,before,automatic,5 ,Variable valve timing ,minipanese ,195 mm,195 mm,50,50 ,no data,no data,16 inches ,16 inches ,no data,no data,no data,25 /09/04 ,31/03/09 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-1007/S7-modele--peugeot-1007.jpg,"3,73 m","1,92 m","1,62 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-1007-1.6+sporty+pack+2_tronic-2005.html,2005
RENAULT,CLIO,IV (2) 1.5 DCI 90 ENERGY LIMITED EDC,5,300 L (Max 1146 L volume),2.59 m,no data,45 l,3.8 l / 100 km ,3.9 l / 100 km ,3.8 l / 100 km ,105 g / km ,4 ,2,1461 cc,90 hp at the speed of 4000 rpm,220 nm at the 1750 rpm diet,5 cv ,no data,common diesel ramp ,176 km/h ,turbo ,12.9 sec ,before,automatic,6 ,no data,hayon sedan ,195 mm,195 mm,55,55 ,force force,twisting axle,16 inches ,16 inches ,24 months ,24 months ,France ,02/05/18 ,04/06/18 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4/S7-modele--renault-clio-4.jpg,"4,06 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+(2)+1.5+dci+90+energy+limited+edc-2017.html,2017
PEUGEOT,108,1.2 PURETECH 82 ALLURE 5P,4,196 L (Max 780 L volume),2.34 m,865 kg,35 l,5.4 l / 100 km ,4.3 l / 100 km ,3.7 l / 100 km ,99 g / km ,3 ,4,1199 cc,82 hp with a diet of 5750 rpm,116 nm on the diet of 2750 rpm,4 cv ,no data,Multipoint ,170 km/h ,no data,10.9 sec ,before,Made Coinique,5 ,no data,Micro ,165 mm ,165 mm ,60 ,60 ,leg of force ,twisting axle ,15 inches ,15 inches ,12 months ,24 months ,France ,05/02/18 ,30/04/18 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-108/S7-modele--peugeot-108.jpg,"3,48 m","1,62 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-108-1.2+puretech+82+allure+5p-2018.html,2018
RENAULT,CLIO,IV ESTATE 1.5 DCI 90 ENERGY BUSINESS ECO2 82G,5,443 L (Max 1380 L volume),2.59 m,1185 kg,45 l,3.3 l / 100 km ,3.2 l / 100 km ,3.1 l / 100 km ,82 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,181 km/h ,Turbo ,12 sec ,before ,mèsique ,5 ,no data,Break ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches,16 inches,24 months,24 months,no data,05/ 07/16 ,08/11/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+estate+1.5+dci+90+energy+business+eco2+82g-2014.html,2014
RENAULT,CAPTUR,II 1.3 TCE 140 INTENS EDC MY21,5,404 l (maximum volume 536 l),2.64 m,1387 kg,48 l,no data,no data,no data,no data,4 ,4 ,1333 cc ,140 hp ,260 Nm ,7 cv ,no data,no data,196 km/h ,no data,9.2 sec ,before ,automatic ,7 ,no data,All-terrain ,215 mm ,215 mm ,55 ,55 ,no data,no data,18 inches ,18 inches ,no data,24 months ,no data,08 /11/21 ,03/17/22 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur-2/S7-modele--renault-captur-2.jpg,"4,23 m","1,80 m","1,58 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-ii+1.3+tce+140+intens+edc+my21-2022.html,2022
PEUGEOT,206,(2) 1.6 16S TRENDY 3P,5,245 L (Max 1130 L volume),2.45 m,1013 kg,50 l,8.7 l / 100 km ,6.7 l / 100 km ,5.5 l / 100 km ,159 g / km ,4 ,4,1587 cc,110 hp with a diet of 5800 rpm,147 nm at the speed of 4000 rpm,7 cv ,before ,no data,196 km/h ,no data,9.5 sec ,before,Made Coinique,5 ,variable valve setting ,Bicorps sedan (3/5 doors) ,175 mm,175 mm,65,65 ,no data,no data,14 inches ,14 inches ,no data,24 months ,no data,03/10/05 ,05/03/07 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206/S7-modele--peugeot-206.jpg,"3,84 m","1,65 m","1,43 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-(2)+1.6+16s+trendy+3p-2006.html,2006
RENAULT,CLIO,V 1.0 SCE 65 AUTHENTIC,5,284 l (maximum volume 1069 l),2.58 m,no data,42 l,no data,no data,no data,no data,3 ,4 ,999 cc ,66 hp ,95 Nm at the 3600 rpm diet ,4 cv ,no data,no data,160 km/h ,no data,17.1 sec ,before ,Made Coinique ,5 ,no data,sedan ,185 mm ,185 mm ,65 ,65 ,no data,no data,15 inches,15 inches,no data,24 months,no data,01/12 /22 ,no data,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-5/S7-modele--renault-clio-5.jpg,"4,05 m","1,80 m","1,44 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-v+1.0+sce+65+authentic-2023.html,2023
PEUGEOT,206,(2) 1.4 HDI URBAN 5P,5,245 L (Max 1130 L volume),2.44 m,976 kg,50 l,4.9 l / 100 km ,4 l / 100 km ,3.5 l / 100 km ,104 g / km ,4 ,2,1398 cc,68 hp at the speed of 4000 rpm,160 Nm at the 2000 rpm diet,4 cv ,before ,injection ,166 km/h ,turbo ,13.8 sec ,before,Made Coinique,5 ,simple camshaft in mind ,tailgate vehicle ,175 mm ,175 mm ,65 ,65 ,no data,no data,14 inches,14 inches,24 months,24 months,no data,03/10/05,06/13/11,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206/S7-modele--peugeot-206.jpg,"3,87 m","1,90 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-(2)+1.4+hdi+urban+5p-2009.html,2009
PEUGEOT,108,1.0 VTI 72 S&S STYLE + 5P,4,196 L (Max 780 L volume),2.34 m,840 kg,35 l,4.9 l / 100 km ,4.1 l / 100 km ,3.6 l / 100 km ,no data,3 ,4 ,998 cc ,72 hp at 6000 rpm regime ,93 Nm with a regime of 4400 rpm ,4 cv ,no data,Multipoint ,160 km/h ,no data,13.8 sec ,Before ,Made Coinique ,5 ,no data,Micro ,165 mm ,165 mm ,60 ,60 ,leg of force ,twisting axle ,15 inches ,15 inches ,12 months ,24 months ,France ,30/11/20 ,04/01/21 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-108/S7-modele--peugeot-108.jpg,"3,48 m","1,62 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-108-1.0+vti+72+s%5Es+style+~+5p-2021.html,2021
RENAULT,CLIO,V 1.0 TCE 100 INTENS X-TRONIC,5,391 L (MAX 1069 L volume),2.58 m,1253 kg,42 l,6.2 l / 100 km ,5.1 l / 100 km ,4.4 l / 100 km ,116 g / km ,3 ,4,999 cc,100 hp at 5000 rpm diet,160 Nm with a diet of 2750 rpm,5 cv ,no data,multipoint ,182 km/h ,turbo ,11.5 sec ,before,automatic,no data,no data,hayon sedan ,195 mm,195 mm,55,55 ,force force,twisting axle,16 inches ,16 inches ,24 months ,24 months ,France ,05/10/20 ,03/11/20 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-5/S7-modele--renault-clio-5.jpg,"4,05 m","1,80 m","1,44 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-v+1.0+tce+100+intens+x_tronic-2020.html,2020
RENAULT,CAPTUR,(2) 1.5 DCI 90 ENERGY LIFE,5,455 L (volume max 1235 l),2.61 m,1178 kg,45 l,4 l / 100 km ,3.6 l / 100 km ,3.4 l / 100 km ,95 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,171 km/h ,Turbo ,13.1 sec ,before ,mèsique ,5 ,no data,no data,205 mm ,205 mm ,60 ,60 ,Strength leg ,twisting axle ,16 inches ,16 inches ,24 months ,24 months ,France ,04/04/17 ,03/05/17 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-(2)+1.5+dci+90+energy+life-2017.html,2017
RENAULT,CAPTUR,(2) 1.3 TCE 130 FAP SUNSET,5,455 l (volume max 1235 l),2.61 m,1304 kg,45 l,7.1 l / 100 km ,5.6 l / 100 km ,4.8 l / 100 km ,128 g / km ,4 ,4,1330 cc,130 hp,220 nm,7 cv,no data,Direct petrol injection,200 km/h,Turbo,10.2 sec,before,no data,6 ,no data,Crossover ,205 mm ,205 mm ,60 ,60 ,force ,twisting axle ,16 inches ,16 inches ,24 months ,24 months ,France ,05/11/19 ,06/01/20 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-(2)+1.3+tce+130+fap+sunset-2019.html,2019
RENAULT,CLIO,IV (2) ESTATE 0.9 TCE 90 ENERGY ZEN,5,445 L (volume max 1380 l),2.59 m,no data,45 l,4.2 l / 100 km ,5 l / 100 km ,4.2 l / 100 km ,113 g / km ,3 ,4,898 cc,90 hp at 5000 rpm diet,140 Nm with a diet of 2500 rpm,5 cv ,no data,Multipoint ,180 km/h ,Turbo ,12.2 sec ,before ,mèsique ,5 ,no data,Break ,195 mm ,195 mm ,55 ,55 ,Strength leg ,twisting axle ,16 inches ,16 inches ,24 months ,24 months ,France ,02/05/18 ,04/06/18 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+(2)+estate+0.9+tce+90+energy+zen-2018.html,2018
RENAULT,CLIO,IV ESTATE 1.5 DCI 75 ENERGY BUSINESS E6,5,443 L (Max 1380 L volume),2.59 m,1185 kg,45 l,3.5 l / 100 km ,3.3 l / 100 km ,3.1 l / 100 km ,85 g / km ,4 ,2,1461 cc,75 hp with a diet of 4000 rpm,200 Nm on the diet of 1750 rpm,4 cv ,no data,Diesel common ramp ,168 km/h ,Turbo ,14.3 sec ,before ,mèsique ,5 ,no data,Break ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches,16 inches,24 months,24 months,no data,04/ 01/16 ,05/04/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+estate+1.5+dci+75+energy+business+e6-2016.html,2016
PEUGEOT,206,(2) CC 1.6 16V QUIKSILVER BVA,4,150 L (Max 320 L volume),2.44 m,1177 kg,50 l,10.6 l / 100 km ,7.7 l / 100 km ,6 l / 100 km ,179 g / km ,4 ,4,1587 cc,110 hp with a diet of 5800 rpm,147 nm at the speed of 4000 rpm,7 cv ,before ,no data,188 km/h ,no data,12.5 sec ,before,automatic,4 ,Variable valve timing ,Cabriolet ,195 mm,195 mm,55,55 ,no data,no data,15 inches ,15 inches ,no data,24 months ,no data,03/10/05 ,18/12/06 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206-cc/S7-modele--peugeot-206-cc.jpg,"3,84 m","1,67 m","1,37 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-(2)+cc+1.6+16v+quiksilver+bva-2006.html,2006
PEUGEOT,108,1.0 VTI 72 S&S TOP! COLLECTION 5P,4,196 L (Max 780 L volume),2.34 m,840 kg,35 l,no data,no data,no data,no data,3 ,4 ,998 cc ,72 hp at 6000 rpm diet ,93 Nm at the speed of 4400 rpm ,4 cv ,no data,multipoint ,160 km/h ,no data,13.8 sec ,before ,mèsique ,5 ,no data,Micro ,165 mm ,165 mm ,60 ,60 ,leg of force ,twisting axle ,15 inches ,15 inches ,12 months ,24 months ,France ,01/09/21 ,03/18/22 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-108/S7-modele--peugeot-108.jpg,"3,48 m","1,62 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-108-1.0+vti+72+s%5Es+top!+collection+5p-2021.html,2021
PEUGEOT,106,(2) S16,5,215 L (Max 528 L volume),2.39 m,950 kg,45 l,11.4 l / 100 km ,8.1 l / 100 km ,6.3 l / 100 km ,no data,4 ,4 ,1587 cc ,120 hp at 6600 rpm regime ,145 nm with a regime of 5200 rpm,8 cv ,before ,no data,205 km/h ,no data,8.7 sec ,Before ,Made Coinique ,5 ,Double camshaft in the head ,Bicorps sedan (3/5 doors) ,185 mm ,185 mm ,55 ,55,no data,no data,14 inches,14 inches,no data,12 months,no data,04/04/96 ,01/10/03 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-106-s16/S7-modele--peugeot-106-s16.jpg,"3,68 m","1,59 m","1,36 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-106-(2)+s16-2000.html,2000
RENAULT,CLIO,IV ESTATE 1.5 DCI 90 NOUVELLE LIMITED EDC ECO2,5,443 l (volume max 1380 l),2.59 m,1180 kg,45 l,4.3 l / 100 km ,3.7 l / 100 km ,3.3 l / 100 km ,95 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,176 km/h ,Turbo ,12.9 sec ,before ,automatic ,6 ,no data,Break ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches,16 inches,24 months,24 months,no data,13/ 05/14 ,11/08/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+estate+1.5+dci+90+nouvelle+limited+edc+eco2-2015.html,2015
PEUGEOT,2008,1.6 E-HDI 92 FELINE TITANE,5,350 l (maximum volume 1194 l),2.54 m,1160 kg,50 l,4.7 l / 100 km ,4 l / 100 km ,3.6 l / 100 km ,103 g / km ,4 ,2,1560 cc,92 hp at the speed of 4000 rpm,230 nm on the diet of 1750 rpm,5 cv ,no data,Diesel Common Ramp ,181 km/h ,Turbo ,11.5 sec ,before ,mèsique ,5 ,no data,hayon sedan ,205 mm ,205 mm ,50 ,50 ,no data,no data,17 inches ,17 inches ,12 months ,24 months ,no data,05/04/15 ,05/05/15 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008/S7-modele--peugeot-2008.jpg,"4,16 m","1,74 m","1,56 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-1.6+e_hdi+92+feline+titane-2014.html,2014
RENAULT,CLIO,V 1.0 TCE 100 BUSINESS X-TRONIC,5,391 L (MAX 1069 L volume),2.58 m,1253 kg,42 l,no data,no data,no data,116 g/km ,3 ,4 ,999 cc ,100 hp at 5000 rpm diet ,160 Nm at the diet of 2750 rpm ,5 cv ,no data,multipoint ,182 km/h ,turbo ,11.5 sec ,before ,automatic ,no data,no data,hayon sedan ,195 mm,195 mm,55,55 ,force force,twisting axle,16 inches ,16 inches ,24 months ,24 months ,France ,05/10/20 ,03/11/20 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-5/S7-modele--renault-clio-5.jpg,"4,05 m","1,80 m","1,44 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-v+1.0+tce+100+business+x_tronic-2020.html,2020
PEUGEOT,206,SW 1.4 16S 90 TRENDY,5,313 L (Max 1136 L volume),2.44 m,1038 kg,50 l,8.5 l / 100 km ,6.5 l / 100 km ,5.3 l / 100 km ,no data,4 ,4 ,1360 cc ,90 hp at the 5250 rpm diet ,133 Nm with a diet of 3250 rpm ,5 cv ,before ,no data,179 km/h ,no data,11.5 sec ,Before ,Made Coinique ,5 ,Variable valve setting ,station wagon ,175 mm,175 mm,65,65 ,no data,no data,14 inches ,14 inches ,no data,24 months ,no data,03/10/05 ,02/05/06 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206-sw/S7-modele--peugeot-206-sw.jpg,"4,03 m","1,65 m","1,44 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-sw+1.4+16s+90+trendy-2006.html,2006
RENAULT,FLUENCE,1.5 DCI 110 FAP DYNAMIQUE ECO2,5,530 L,2.70 m,1285 kg,60 L,5.6 L / L / L / L / L / L / L / L / L / L / L / 100 km ,4.6 l / 100 km ,4 l / 100 km ,120 g / km ,4 ,2 ,1461 cc ,110 hp at the speed of 4000 rpm ,240 Nm with a diet of 1750 rpm ,6 cv ,no data,Injection,185 km/h,Turbo,11 sec,before,Made Coatique,6 ,no data,sedan/tricorps ,205 mm ,205 mm ,55 ,55 ,no data,no data,17 inches ,17 inches ,24 months ,24 months ,no data,01/09/10 ,10/04/12 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-fluence/S7-modele--renault-fluence.jpg,"4,62 m","2,04 m","1,48 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-fluence-1.5+dci+110+fap+dynamique+eco2-2012.html,2012
PEUGEOT,107,(2) 1.0 URBAN 5P,4,139 L (Max 751 L volume),2.34 m,800 kg,35 l,5.4 l / 100 km ,4.5 l / 100 km ,4 l / 100 km ,103 g / km ,3 ,4,998 cc,68 hp with a diet of 6000 rpm,93 nm at the 3600 rpm diet,4 cv ,before ,no data,157 km/h ,no data,13.7 sec ,before,Made Coinique,5 ,variable valve setting ,tailgate vehicle ,155 mm ,155 mm ,65 ,65 ,no data,no data,14 inches ,14 inches ,12 months ,24 months ,no data,05/11/07 ,06/13/11 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-107/S7-modele--peugeot-107.jpg,"3,43 m","1,86 m","1,47 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-107-(2)+1.0+urban+5p-2008.html,2008
RENAULT,ESPACE,IV (3) 2.0 DCI 175 FAP INTENS 7PL,7,650 L (Max 2860 L volume),2.80 m,1929 kg,83 l,6.6 l / 100 km ,5.6 l / 100 km ,5 l / 100 km ,145 g / km ,4 ,4,1995 cc,175 hp at the speed of 4000 rpm,360 Nm on the diet of 2000 rpm,10 cv ,no data,Diesel Common Rampe ,194 km/h ,Turbo ,10.6 sec ,before ,mèsique ,6 ,Double camshaft at the head ,no data,225 mm ,225 mm ,55 ,55 ,leg Force ,twisting axle ,17 inches ,17 inches ,12 months ,36 months ,France ,04/16/13 ,06/01/15 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-espace-4/S7-modele--renault-espace-4.jpg,"4,66 m","1,89 m","1,80 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-espace-iv+(3)+2.0+dci+175+fap+intens+7pl-2015.html,2015
PEUGEOT,108,1.0 VTI 68 ACTIVE 5P,4,196 L (Max 780 L volume),2.34 m,840 kg,35 l,5 l / 100 km ,4.1 l / 100 km ,3.6 l / 100 km ,95 g / km ,3 ,4,998 cc,69 hp with a diet of 6000 rpm,95 nm at the speed of 4300 rpm,4 cv ,no data,Multipoint ,160 km/h ,no data,13 sec ,before,Made Coinique,5 ,no data,Micro ,165 mm ,165 mm ,65 ,65 ,leg of force ,twisting axle ,14 inches ,14 inches ,12 months ,24 months ,France ,05/02/18 ,04/29/18 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-108/S7-modele--peugeot-108.jpg,"3,48 m","1,62 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-108-1.0+vti+68+active+5p-2015.html,2015
PEUGEOT,206,1.6 16S QUIKSILVER 3P,5,245 L (Max 1130 L volume),2.44 m,1013 kg,50 l,8.6 l / 100 km ,6.4 l / 100 km ,5.1 l / 100 km ,161 g / km ,4 ,4,1587 cc,110 hp with a diet of 5800 rpm,147 nm at the speed of 4000 rpm,7 cv ,before ,no data,196 km/h ,no data,9.4 sec ,before,Made Coinique,5 ,variable valve setting ,Bicorps sedan (3/5 doors) ,185 mm,185 mm,55,55 ,no data,no data,15 inches ,15 inches ,no data,12 months ,no data,03/09/01 ,03/10/05 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206/S7-modele--peugeot-206.jpg,"3,84 m","1,65 m","1,43 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-1.6+16s+quiksilver+3p-2005.html,2005
PEUGEOT,2008,(2) 1.6 BLUEHDI 100 S&S ALLURE BUSINESS ETG6,5,410 L (Max 1400 L volume),2.54 m,1195 kg,50 l,4.1 l / 100 km ,3.6 l / 100 km ,3.3 l / 100 km ,95 g / km ,4 ,2,1560 cc,100 hp with a diet of 3500 rpm,254 nm at the diet of 1750 rpm,5 cv ,no data,Diesel common ramp ,180 km/h ,Turbo ,11.9 sec ,before ,automatic ,6 ,no data,Crossover ,205 mm ,205 mm ,55 ,55 ,force ,twisting axle ,16 inches ,16 inches ,12 months ,24 months ,France ,04/30/18 ,02/05/18 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008/S7-modele--peugeot-2008.jpg,"4,16 m","1,74 m","1,56 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-(2)+1.6+bluehdi+100+s%5Es+allure+business+etg6-2017.html,2017
RENAULT,CAPTUR,1.5 DCI 90 HELLY HANSEN EDC ECO2,5,455 l (maximum volume 1235 l),2.61 m,1213 kg,45 l,4.8 l / 100 km ,4.1 l / 100 km ,3.8 l / 100 km ,103 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,6 cv ,no data,Diesel Common Rampe ,170 km/h ,Turbo ,13.5 sec ,before ,automatic ,6 ,no data,Crossover ,205 mm ,205 mm ,55 ,55 ,no data,no data,17 inches,17 inches,24 months,24 months,no data,02/ 02/15 ,07/09/15 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-1.5+dci+90+helly+hansen+edc+eco2-2015.html,2015
PEUGEOT,206,(2) 1.4 HDI 70 GENERATION 3P,5,245 L (Max 1130 L volume),2.44 m,974 kg,50 l,5.4 l / 100 km ,4.3 l / 100 km ,3.7 l / 100 km ,112 g / km ,4 ,2,1398 cc,68 hp with a diet of 4000 rpm,160 Nm at the 1750 rpm diet,4 cv ,before ,no data,168 km/h ,no data,13.1 sec ,before,Made Coinique,5 ,simple camshaft in mind ,tailgate vehicle ,175 mm ,175 mm ,65 ,65 ,no data,no data,14 inches ,14 inches ,no data,no data,no data,03/03/08 ,03/31/09 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206/S7-modele--peugeot-206.jpg,"3,84 m","1,90 m","1,43 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-(2)+1.4+hdi+70+generation+3p-2008.html,2008
PEUGEOT,2008,1.2 PURETECH 82 S&S ACTIVE BUSINESS ETG5,5,410 L (Max 1400 L volume),2.54 m,1055 kg,50 l,5 l / 100 km ,4.4 l / 100 km ,4 l / 100 km ,102 g / km ,3 ,4,1199 cc,82 hp at the speed of 5750 rpm,118 nm with a diet of 2750 rpm,4 cv ,no data,Multipoint ,170 km/h ,no data,15.4 sec ,before,automatic,5 ,no data,Crossover ,205 mm ,205 mm ,55 ,55 ,Strength leg ,twisting axle ,16 inches ,16 inches ,12 months ,24 months ,France ,01/30/17 ,02/05/17 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008/S7-modele--peugeot-2008.jpg,"4,16 m","1,74 m","1,56 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-1.2+puretech+82+s%5Es+active+business+etg5-2016.html,2016
PEUGEOT,2008,II 1.5 BLUEHDI 130 S&S GT EAT8,5,434 l (Max 1467 L volume),2.61 M,1270 kg,41 L,no data,no data,no data,no data,4 ,4 ,1499 cc ,130 hp ,300 Nm at the 1750 rpm diet ,7 cv ,no data,no data,196 km/h ,no data,9.9 sec ,before ,automatic ,8 ,no data,All-terrain ,215 mm ,215 mm ,60 ,60 ,no data,no data,17 inches ,17 inches ,no data,24 months ,no data,01 /06/23 ,no data,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008-2e-generation/S7-modele--peugeot-2008-2e-generation.jpg,"4,30 m","1,77 m","1,53 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-ii+1.5+bluehdi+130+s%5Es+gt+eat8-2022.html,2022
PEUGEOT,2008,1.2 PURETECH 82 STYLE,5,350 l (maximum volume 1194 l),2.54 m,1055 kg,50 l,6 l / 100 km ,4.9 l / 100 km ,4.3 l / 100 km ,114 g / km ,3 ,4,1199 cc,82 hp at the speed of 5750 rpm,118 nm with a diet of 2750 rpm,4 cv ,no data,Multipoint ,168 km/h ,no data,13.5 sec ,before,Made Coinique,5 ,no data,Crossover ,195 mm ,195 mm ,60 ,60 ,no data,no data,16 inches,16 inches,12 months,24 months,no data,01/ 02/16 ,05/05/16 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008/S7-modele--peugeot-2008.jpg,"4,16 m","1,74 m","1,56 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-1.2+puretech+82+style-2015.html,2015
PEUGEOT,2008,(2) 1.6 BLUEHDI 100 S&S ACTIVE BUSINESS,5,410 L (Max 1400 L volume),2.54 m,1190 kg,50 l,3.9 l / 100 km ,3.5 l / 100 km ,3.3 l / 100 km ,90 g / km ,4 ,2,1560 cc,100 hp with a diet of 3750 rpm,254 nm on the diet of 1750 rpm,5 cv ,no data,Diesel Common Rampe ,180 km/h ,Turbo ,11.3 sec ,before ,mèsique ,5 ,no data,Crossover ,205 mm ,205 mm ,55 ,55 ,Strength leg ,twisting axle ,16 inches ,16 inches ,12 months ,24 months ,France ,05/02/18 ,04/29/18 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008/S7-modele--peugeot-2008.jpg,"4,16 m","1,74 m","1,56 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-(2)+1.6+bluehdi+100+s%5Es+active+business-2017.html,2017
